	1	307.828	304.564	0.289993	77.6019	333.727	275.133	0.715129	140.253
	1	307.988	304.581	0.271778	76.0749	333.662	275.149	0.714214	140.854
	1	307.881	304.564	0.262726	72.8424	333.738	275.243	0.719961	140.557
	1	307.911	304.53	0.28699	85.539	333.677	275.144	0.728794	139.806
	1	307.922	304.468	0.319625	61.6077	333.665	275.141	0.70772	140.57
	1	307.939	304.537	0.230653	67.6241	333.682	275.085	0.719503	140.184
	1	307.926	304.474	0.159326	69.8051	333.598	275.277	0.690284	141.64
	1	292.36	307.625	0.537482	42.9564	317.087	278.8	0.532656	135.503
	1	271.873	316.292	0.66352	29.4717	293.606	289.205	0.371771	95.623
	1	269.801	316.034	0.666446	26.6563	294.442	289.182	0.323235	97.6011
	1	267.466	317.106	0.683152	24.7988	292.501	290.23	0.342411	92.2049
	1	267.141	317.065	0.670269	24.2042	292.804	290.15	0.338197	93.8882
	1	266.466	316.844	0.676549	23.0012	293.067	289.995	0.314967	95.5184
	1	266.24	316.794	0.670317	25.0294	293.25	290.034	0.337066	101.976
	1	266.109	316.816	0.675385	22.5841	293.338	289.933	0.319751	98.0638
	1	265.957	316.594	0.676361	24.8801	293.3	289.875	0.287292	101.67
	1	265.936	316.577	0.668167	24.0422	293.274	289.738	0.348207	91.2446
	1	265.838	316.527	0.675973	23.8792	293.242	289.652	0.362493	87.2769
	1	265.748	316.551	0.672662	24.613	293.275	289.637	0.312651	85.2166
	1	265.812	316.453	0.673615	24.0038	293.476	289.645	0.337366	80.9969
	1	265.727	316.29	0.680056	23.2967	293.75	289.667	0.360757	84.9317
	1	265.506	316.598	0.685864	23.4705	293.812	289.719	0.363635	81.8376
	1	265.516	316.687	0.688725	24.2378	294.015	289.712	0.333031	96.2415
	1	265.425	316.48	0.68432	25.5951	294.035	289.684	0.330345	96.164
	1	265.592	316.452	0.67166	27.0365	294.358	289.57	0.373704	84.7423
	1	265.456	316.406	0.674429	25.7051	294.084	289.469	0.376244	93.7476
	1	265.429	316.464	0.682104	25.6468	294.087	289.487	0.388557	92.9622
	1	265.402	316.441	0.672466	23.7128	294.175	289.401	0.377959	92.7736
	1	265.424	316.498	0.667709	26.5072	294.199	289.408	0.333759	97.3451
	1	265.29	316.413	0.673839	25.0252	294.207	289.482	0.319255	97.0066
	1	265.125	316.138	0.681293	25.286	294.055	289.363	0.332908	92.8156
	1	264.921	316.101	0.665623	24.3703	294.206	289.393	0.326817	86.5686
	1	264.873	316.288	0.689246	22.9168	294.241	289.383	0.329208	85.2403
	1	264.869	316.23	0.678832	22.4737	294.357	289.322	0.305538	98.1156
	1	264.906	316.156	0.659254	24.4975	294.439	289.14	0.264472	102.292
	1	264.863	316.206	0.678489	23.2198	294.468	289.145	0.307012	96.6804
	1	264.882	316.206	0.669884	24.1723	294.464	289.09	0.298717	96.992
	1	264.909	316.248	0.66415	24.2097	294.5	289.035	0.276564	99.2233
	1	264.989	316.302	0.669757	25.983	294.574	289.049	0.312469	94.6425
	1	265	316.134	0.666398	24.7014	294.611	289.084	0.318377	91.9992
	1	265.077	316.005	0.654903	22.3656	294.569	289.165	0.301104	97.9452
	1	264.953	316.053	0.690199	24.3402	294.515	289.191	0.358008	90.5191
	1	265.129	315.812	0.678088	26.4518	294.59	289.086	0.345343	91.1444
	1	265.052	315.804	0.672284	26.8058	294.55	289.021	0.319917	93.8408
	1	265.067	315.849	0.67436	28.2958	294.551	289.041	0.308079	98.1311
	1	265.008	315.741	0.687454	25.9386	294.558	289.041	0.334893	96.1036
	1	264.896	315.895	0.667029	24.8513	294.451	288.984	0.369285	94.5928
	1	265.01	315.429	0.682443	22.4265	294.461	288.722	0.348885	95.0591
	1	264.841	315.646	0.665474	24.375	294.347	288.706	0.348062	91.6437
	1	264.918	315.537	0.683465	23.2182	294.364	288.697	0.36203	89.1076
	1	264.897	315.608	0.677263	24.2827	294.39	288.717	0.355531	90.8789
	2	265.044	315.011	0.693581	25.2147	293.838	288.407	0.30908	92.6361
	2	265.058	314.966	0.690279	24.5407	293.812	288.353	0.311774	91.8465
	2	265.088	314.94	0.681626	25.9899	293.613	288.329	0.335683	91.0417
	2	265.201	314.958	0.692655	24.1827	293.489	288.313	0.352598	90.8648
	2	265.355	314.725	0.677075	25.9318	293.499	288.235	0.349178	89.8244
	2	302.214	302.191	0.490808	53.1036	314.349	272.705	0.597776	137.256
	2	337.001	295.587	0.557031	97.5847	339.306	265.547	0.831932	139.798
	2	335.624	295.285	0.511157	100.348	341.307	265.164	0.845903	139.963
	2	334.63	295.081	0.476075	100.729	342.21	265.058	0.848717	140.127
	2	334.539	295.194	0.532604	101.154	342.759	265.158	0.846049	140.275
	2	334.412	295.167	0.511168	100.145	342.988	265.182	0.84609	140.18
	2	334.899	294.578	0.494172	97.9837	342.575	264.645	0.852598	140.814
	2	334.727	294.405	0.506576	94.4822	342.871	264.727	0.857875	140.838
	2	335.075	294.531	0.561468	102.18	342.929	264.521	0.857473	141.052
	2	335.115	294.525	0.541297	103.322	342.981	264.561	0.856664	140.287
	2	334.987	294.421	0.499338	108.03	343.111	264.397	0.856826	139.965
	2	334.704	294.325	0.465497	99.1133	343.073	264.59	0.855385	140.884
	2	334.424	294.25	0.489946	99.0182	343.196	264.555	0.851222	140.199
	2	334.575	294.077	0.495863	98.3168	343.245	264.657	0.851179	139.653
	2	334.284	294.152	0.50659	96.5031	343.353	264.69	0.84791	141.369
	2	334.333	294.079	0.517623	96.2478	343.445	264.598	0.841917	141.027
	2	334.292	294.066	0.511529	96.035	343.412	264.445	0.840151	141.169
	2	334.421	294.073	0.4998	98.4111	343.42	264.627	0.842169	141.255
	2	334.379	294.105	0.477795	101.987	343.412	264.698	0.840495	141.571
	2	334.374	294.064	0.5043	96.928	343.435	264.548	0.850667	140.622
	2	334.394	293.974	0.527992	98.5511	343.344	264.306	0.851848	140.693
	2	334.821	293.908	0.524572	102.749	343.287	264.259	0.844483	140.694
	2	334.453	293.691	0.449079	101.468	343.311	264.21	0.846036	140.389
	2	334.551	293.675	0.515356	97.9642	343.401	264.323	0.851062	140.433
	2	334.541	293.658	0.401815	111.55	343.431	264.273	0.846365	140.704
	2	334.555	293.555	0.497475	100.792	343.347	264.181	0.846557	140.488
	2	334.063	293.552	0.447728	103.829	343.332	264.288	0.844164	140.095
	2	334.049	293.601	0.400929	105.454	343.48	264.299	0.849915	139.666
	2	334.125	293.552	0.476009	106.86	343.511	264.185	0.844874	139.792
	2	334.229	293.532	0.497162	104.331	343.49	264.238	0.849152	140.115
	2	334.41	293.71	0.505864	101.521	343.506	264.347	0.848735	139.176
	2	334.302	293.577	0.492718	99.4588	343.617	264.132	0.843752	140.458
	2	334.142	293.586	0.498693	102.489	343.682	264.161	0.848884	140.652
	2	334.196	293.575	0.516207	101.809	343.734	264.185	0.841618	140.879
	2	334.246	293.67	0.541057	103.353	343.957	264.351	0.843468	139.981
	2	334.238	293.686	0.503867	103.654	344.072	264.17	0.848324	140.421
	2	334.161	293.674	0.501621	105.152	344.08	264.183	0.842698	139.737
	2	333.939	293.49	0.474887	101.881	344.034	264.051	0.840792	140.557
	2	334.104	293.626	0.512816	102.921	344.121	264.087	0.849775	139.16
	2	334.066	293.509	0.442522	104.279	344.054	264.058	0.850647	139.566
	2	333.864	293.75	0.470137	103.735	344.104	263.923	0.84345	139.196
	2	333.845	293.682	0.503036	105.007	344.071	263.831	0.841627	139.345
	2	334.083	293.522	0.490104	103.053	344.048	263.862	0.847885	139.431
	2	333.811	293.462	0.415429	101.578	344.104	263.786	0.849129	138.907
	2	334.083	293.522	0.490104	103.053	344.086	263.881	0.846285	139.363
	2	333.927	293.525	0.431855	103.382	344.155	263.968	0.849521	139.41
	3	334.089	293.281	0.485895	104.491	344.036	263.882	0.850529	138.901
	3	333.841	293.149	0.488166	106.213	344.13	263.841	0.855097	139.296
	3	333.889	293.24	0.46319	103.855	344.152	263.824	0.850376	139.839
	3	333.82	293.163	0.435286	102.944	343.878	263.682	0.839874	139.683
	3	333.937	293.189	0.456978	103.419	343.784	263.525	0.838989	140.197
	3	330.361	298.096	0.519451	91.4961	342.777	267.743	0.828038	141.606
	3	313.3	331.647	0.303775	178.576	332.214	298.427	0.612728	165.761
	3	310.788	331.975	0.323761	166.677	334.499	299.776	0.592471	161.287
	3	306.433	333.259	0.325931	166.802	331.512	301.343	0.563226	168.885
	3	305.32	332.966	0.370126	1.57154	331.556	301.396	0.590195	161.422
	3	304.462	333.035	0.353934	2.95664	331.935	301.435	0.592594	163.07
	3	303.818	332.875	0.374167	172.681	332.394	301.533	0.584213	162.83
